SI NO      TAG NO      WEIGHT OF THE BALE (kg)  SIZE OF THE BALE TEMP (degree C)MOISTURE CONTENT (%)   BULK DENSITY (g/cc)  COLOUR      
         79     544330           170                   L                      45         12.1                  0.45            GOLDEN   
         80     455009           100                   S                      47          7.8                  0.36          OFF WHITE  
         81      24380           150                   M                      38          10                   0.36            YELLOW   
         82    4090909           120                   S                      37          9.4                  0.45            GOLDEN   
         83      19993           180                   L                      22          7.8                  0.38            GOLDEN   
         84     190223           180                   L                      21          7.8                  0.42          OFF WHITE  
         85     892202           80                    S                      20         12.1                  0.36            GOLDEN   
         86     233321           120                   S                      23          9.4                  0.38            GOLDEN   
         87     133434           180                   L                      34         13.4                  0.45            YELLOW   
         88     445463           180                   L                      43         12.1                  0.48            GOLDEN   
         89      56643           170                   L                      34          9.4                  0.42            WHITE    
         90      24372           180                   L                      42          9.4                  0.45          OFF WHITE  
         91      25166           180                   L                      45          7.8                  0.42            YELLOW   
         92      13551           120                   S                      20          9.4                  0.42            GOLDEN   
         93      18888           80                    S                      26         13.4                  0.38            GOLDEN   
         94      16666           100                   S                      22         12.1                  0.45            YELLOW   
         95      24358           170                   L                      24          8.6                  0.36            YELLOW   
         96      17778           180                   L                      20          10                   0.36            GOLDEN   
         97     155565           170                   L                      45          10                   0.45            YELLOW   
         98      12224           180                   L                      47          10                   0.38            GOLDEN   
         99      14445           120                   S                      38         12.1                  0.42            GOLDEN   
        100      15556           80                    S                      37          7.8                  0.45            YELLOW   
